grid,task,model,model_full,k,variant,retriever,n,n_items,n_parsed,parse_failures,parse_failure_rate,headline_metric,headline_value,accuracy,macro_f1,mean_effective_k,mean_prompt_chars,mean_input_tokens,mean_output_tokens,accuracy_lo,accuracy_hi,accuracy_se,macro_f1_lo,macro_f1_hi,macro_f1_se,mae,rmse,mae_lo,mae_hi,mae_se,rmse_lo,rmse_hi,rmse_se,rouge_1,rouge_L,rouge_1_lo,rouge_1_hi,rouge_1_se,rouge_L_lo,rouge_L_hi,rouge_L_se
A,LaMP-1,opus,claude-opus-4-5-20251101,32,direct,bm25,99,99,99,0,0.0,accuracy,0.5656565656565656,0.5656565656565656,0.5640552995391706,32.0,33820.07070707071,10422.181818181818,6.0,0.46464646464646464,0.6565656565656566,0.05070182031531955,0.46107766407851086,0.6562570153061225,0.051088562971602386,,,,,,,,,,,,,,,,
A,LaMP-1,sonnet,claude-sonnet-4-5-20250929,0,direct,bm25,97,97,97,0,0.0,accuracy,0.41237113402061853,0.41237113402061853,0.4123711340206186,0.0,916.5773195876288,205.27835051546393,6.0,0.30927835051546393,0.5154639175257731,0.05031988435080386,0.3089845826687932,0.5103060553250471,0.05038104350108521,,,,,,,,,,,,,,,,
A,LaMP-1,sonnet,claude-sonnet-4-5-20250929,1,direct,bm25,98,98,98,0,0.0,accuracy,0.4489795918367347,0.4489795918367347,0.44806007509386736,1.0,1962.3469387755101,420.9591836734694,6.0,0.3469387755102041,0.5408163265306123,0.05026494108779441,0.3466666666666667,0.5396371067703304,0.050369836185386485,,,,,,,,,,,,,,,,
A,LaMP-1,sonnet,claude-sonnet-4-5-20250929,2,direct,bm25,98,98,98,0,0.0,accuracy,0.5204081632653061,0.5204081632653061,0.5203582213891492,2.0,3002.387755102041,634.204081632653,6.0,0.41836734693877553,0.6224489795918368,0.05122202890601681,0.41681273940591196,0.6176315511968786,0.05144655252066429,,,,,,,,,,,,,,,,
A,LaMP-1,sonnet,claude-sonnet-4-5-20250929,4,direct,bm25,98,98,98,0,0.0,accuracy,0.5918367346938775,0.5918367346938775,0.5911556111806426,4.0,5067.510204081633,1065.734693877551,6.0,0.4997448979591837,0.6836734693877551,0.04937546858996271,0.4897906037414966,0.6833767587285045,0.04968339716143979,,,,,,,,,,,,,,,,
A,LaMP-1,sonnet,claude-sonnet-4-5-20250929,8,direct,bm25,98,98,98,0,0.0,accuracy,0.6428571428571429,0.6428571428571429,0.6410256410256411,8.0,9198.744897959185,1928.234693877551,6.0,0.5510204081632653,0.7448979591836735,0.048359977886488464,0.5441860465116279,0.7388168823979739,0.04891842977526654,,,,,,,,,,,,,,,,
A,LaMP-1,sonnet,claude-sonnet-4-5-20250929,16,direct,bm25,98,98,98,0,0.0,accuracy,0.6122448979591837,0.6122448979591837,0.6081649831649831,16.0,17416.581632653062,3606.8571428571427,6.0,0.5204081632653061,0.7040816326530612,0.048617053358296976,0.509386733416771,0.7038040646169881,0.04951594307098463,,,,,,,,,,,,,,,,
A,LaMP-1,sonnet,claude-sonnet-4-5-20250929,32,direct,bm25,98,98,98,0,0.0,accuracy,0.6530612244897959,0.6530612244897959,0.6458333333333334,32.0,33771.551020408166,6918.714285714285,6.0,0.5612244897959183,0.7448979591836735,0.047510447654299244,0.5496323529411764,0.7387955978540279,0.048853872383017104,,,,,,,,,,,,,,,,
A,LaMP-2,haiku,claude-haiku-4-5-20251001,0,direct,bm25,99,99,99,0,0.0,macro_f1,0.4200080864554549,0.494949494949495,0.4200080864554549,0.0,1399.5353535353536,3797.6969696969695,5.101010101010101,0.3939393939393939,0.5959595959595959,0.05047491306516179,0.2832729749475547,0.4991557509752303,0.05646477033891051,,,,,,,,,,,,,,,,
A,LaMP-2,haiku,claude-haiku-4-5-20251001,1,direct,bm25,99,99,99,0,0.0,macro_f1,0.35722717369776197,0.46464646464646464,0.35722717369776197,1.0,1800.4747474747476,3897.6464646464647,5.090909090909091,0.36363636363636365,0.5656565656565656,0.05022398459561753,0.24348699217078904,0.430016467663375,0.04774400149877201,,,,,,,,,,,,,,,,
A,LaMP-2,haiku,claude-haiku-4-5-20251001,2,direct,bm25,90,90,90,0,0.0,macro_f1,0.38140354128968934,0.5,0.38140354128968934,2.0,2177.6,3987.7444444444445,4.944444444444445,0.3888888888888889,0.6,0.05301397259239992,0.2653534406472807,0.4612720584015929,0.04854465456555643,,,,,,,,,,,,,,,,
A,LaMP-2,haiku,claude-haiku-4-5-20251001,4,direct,bm25,99,99,99,0,0.0,macro_f1,0.37923448011683303,0.5252525252525253,0.37923448011683303,4.0,2845.656565656566,4148.080808080808,4.9393939393939394,0.42424242424242425,0.6262626262626263,0.05053454528068445,0.2769998312658159,0.446483250990604,0.04338039661200376,,,,,,,,,,,,,,,,
A,LaMP-2,haiku,claude-haiku-4-5-20251001,8,direct,bm25,99,99,99,0,0.0,macro_f1,0.3938310313542511,0.5353535353535354,0.3938310313542511,7.838383838383838,4127.141414141414,4456.484848484848,4.9393939393939394,0.4444444444444444,0.6366161616161602,0.05056728168372415,0.28411371346245295,0.47214278573866636,0.048163556978920816,,,,,,,,,,,,,,,,
A,LaMP-2,haiku,claude-haiku-4-5-20251001,16,direct,bm25,99,99,99,0,0.0,macro_f1,0.42228850965693066,0.5656565656565656,0.42228850965693066,13.858585858585858,6155.222222222223,4944.414141414141,4.959595959595959,0.47474747474747475,0.6666666666666666,0.04987579738500251,0.30943592206602166,0.500613847211984,0.04932258195777992,,,,,,,,,,,,,,,,
A,LaMP-2,haiku,claude-haiku-4-5-20251001,32,direct,bm25,99,99,99,0,0.0,macro_f1,0.40371452134610025,0.5151515151515151,0.40371452134610025,22.11111111111111,8950.191919191919,5612.363636363636,4.929292929292929,0.41414141414141414,0.6063131313131299,0.04958578230190444,0.2870449089783905,0.47779248212837616,0.049124343006746805,,,,,,,,,,,,,,,,
A,LaMP-2,opus,claude-opus-4-5-20251101,0,direct,bm25,99,99,99,0,0.0,macro_f1,0.3208252846797739,0.48484848484848486,0.3208252846797739,0.0,1399.5353535353536,3797.6969696969695,5.040404040404041,0.3936868686868687,0.5858585858585859,0.050967302389338116,0.23506448074283443,0.3878833015356213,0.03975684023155956,,,,,,,,,,,,,,,,
A,LaMP-2,opus,claude-opus-4-5-20251101,1,direct,bm25,99,99,99,0,0.0,macro_f1,0.34561767973532675,0.5151515151515151,0.34561767973532675,1.0,1800.4747474747476,3897.6464646464647,5.040404040404041,0.41414141414141414,0.6161616161616161,0.05079804427508386,0.25174647807996264,0.4118671325486246,0.041812727144388225,,,,,,,,,,,,,,,,
A,LaMP-2,opus,claude-opus-4-5-20251101,2,direct,bm25,99,99,99,0,0.0,macro_f1,0.39655303302362127,0.5555555555555556,0.39655303302362127,2.0,2171.010101010101,3986.3838383838383,5.0,0.45454545454545453,0.6565656565656566,0.05067575030658403,0.295793659823435,0.4744356711078232,0.04579517874886429,,,,,,,,,,,,,,,,
A,LaMP-2,opus,claude-opus-4-5-20251101,4,direct,bm25,99,99,99,0,0.0,macro_f1,0.4388264421262987,0.5959595959595959,0.4388264421262987,4.0,2845.656565656566,4148.080808080808,4.929292929292929,0.494949494949495,0.696969696969697,0.04960908755896883,0.325353344592475,0.5122606159943116,0.04825672800842589,,,,,,,,,,,,,,,,
A,LaMP-2,opus,claude-opus-4-5-20251101,8,direct,bm25,99,99,99,0,0.0,macro_f1,0.4723976218713061,0.6262626262626263,0.4723976218713061,7.838383838383838,4127.141414141414,4456.484848484848,4.91919191919192,0.5252525252525253,0.7171717171717171,0.04822381361300881,0.35638173637333076,0.5457645801065953,0.04938721628161895,,,,,,,,,,,,,,,,
A,LaMP-2,opus,claude-opus-4-5-20251101,16,direct,bm25,99,99,99,0,0.0,macro_f1,0.43889445836814256,0.6161616161616161,0.43889445836814256,13.858585858585858,6155.222222222223,4944.414141414141,4.91919191919192,0.5151515151515151,0.7070707070707071,0.04876974356031701,0.33090110453456323,0.5084520343204554,0.045369276041130786,,,,,,,,,,,,,,,,
A,LaMP-2,opus,claude-opus-4-5-20251101,32,direct,bm25,99,99,99,0,0.0,macro_f1,0.461349172388967,0.6363636363636364,0.461349172388967,22.11111111111111,8950.191919191919,5612.363636363636,4.91919191919192,0.5454545454545454,0.7272727272727273,0.04781475230279685,0.34407374627959497,0.5391988440196374,0.050310054020236625,,,,,,,,,,,,,,,,
A,LaMP-2,sonnet,claude-sonnet-4-5-20250929,0,direct,bm25,94,94,94,0,0.0,macro_f1,0.30482505547021677,0.46808510638297873,0.30482505547021677,0.0,1396.287234042553,311.93617021276594,5.074468085106383,0.3617021276595745,0.574468085106383,0.053740263843382305,0.21746373026085386,0.3663508120066265,0.03902214273501726,,,,,,,,,,,,,,,,
A,LaMP-2,sonnet,claude-sonnet-4-5-20250929,1,direct,bm25,95,95,95,0,0.0,macro_f1,0.3714153401924301,0.5368421052631579,0.3714153401924301,1.0,1791.3473684210526,410.6736842105263,5.2105263157894735,0.43157894736842106,0.631578947368421,0.051313664548084795,0.2694009202773909,0.4404990574512634,0.04417659039574011,,,,,,,,,,,,,,,,
A,LaMP-2,sonnet,claude-sonnet-4-5-20250929,2,direct,bm25,99,99,99,0,0.0,macro_f1,0.4106922048098519,0.5656565656565656,0.4106922048098519,2.0,2171.010101010101,501.3838383838384,5.0,0.46464646464646464,0.6666666666666666,0.05118970302069957,0.3014266237575061,0.4861545575327863,0.04787564109874959,,,,,,,,,,,,,,,,
A,LaMP-2,sonnet,claude-sonnet-4-5-20250929,4,direct,bm25,93,93,93,0,0.0,macro_f1,0.4358393458393459,0.5913978494623656,0.4358393458393459,4.0,2848.6774193548385,664.2903225806451,5.075268817204301,0.4946236559139785,0.6881720430107527,0.05116721735321915,0.3232521529871051,0.5083645028806318,0.047540580565597304,,,,,,,,,,,,,,,,
A,LaMP-2,sonnet,claude-sonnet-4-5-20250929,8,direct,bm25,99,99,99,0,0.0,macro_f1,0.46651407301562103,0.5959595959595959,0.46651407301562103,7.838383838383838,4127.141414141414,971.4848484848485,5.0,0.494949494949495,0.6868686868686869,0.049672387551247185,0.3483006940818452,0.535884061021992,0.048189796493808786,,,,,,,,,,,,,,,,
A,LaMP-2,sonnet,claude-sonnet-4-5-20250929,16,direct,bm25,99,99,99,0,0.0,macro_f1,0.4755803205803205,0.6060606060606061,0.4755803205803205,13.858585858585858,6155.222222222223,1459.4141414141413,4.9393939393939394,0.5050505050505051,0.696969696969697,0.04948128250913836,0.35997337889921016,0.544966047637152,0.04773737582340409,,,,,,,,,,,,,,,,
A,LaMP-2,sonnet,claude-sonnet-4-5-20250929,32,direct,bm25,98,98,98,0,0.0,macro_f1,0.47972476678359033,0.6122448979591837,0.47972476678359033,22.010204081632654,8913.367346938776,2119.061224489796,4.969387755102041,0.5204081632653061,0.7040816326530612,0.04735173349487115,0.3645488584103445,0.5544214683119962,0.048960434687187006,,,,,,,,,,,,,,,,
A,LaMP-3,haiku,claude-haiku-4-5-20251001,0,direct,bm25,99,99,99,0,0.0,mae,0.45454545454545453,0.6060606060606061,,0.0,1326.2121212121212,3803.151515151515,5.0,0.5148989898989899,0.696969696969697,0.04834978626886119,,,,0.45454545454545453,0.7849596270902193,0.3333333333333333,0.5757575757575758,0.06312710098580275,0.6195469181897234,0.9587449708822046,0.08836477170343457,,,,,,,,
A,LaMP-3,haiku,claude-haiku-4-5-20251001,1,direct,bm25,99,99,99,0,0.0,mae,0.2727272727272727,0.7474747474747475,,1.0,1891.2828282828282,3950.020202020202,5.0,0.6565656565656566,0.8282828282828283,0.04349648769458066,,,,0.2727272727272727,0.5595813731096785,0.18181818181818182,0.37373737373737376,0.04896886683129004,0.4380858271151806,0.674199862463242,0.06044982909004097,,,,,,,,
A,LaMP-3,haiku,claude-haiku-4-5-20251001,2,direct,bm25,99,99,99,0,0.0,mae,0.26262626262626265,0.7676767676767676,,2.0,2434.313131313131,4088.5454545454545,5.0,0.6868686868686869,0.8484848484848485,0.041590965116780704,,,,0.26262626262626265,0.5860327153276884,0.1717171717171717,0.37373737373737376,0.051439497409227486,0.4264014327112209,0.7587869106393281,0.0865015790999993,,,,,,,,
A,LaMP-3,haiku,claude-haiku-4-5-20251001,4,direct,bm25,99,99,99,0,0.0,mae,0.20202020202020202,0.8282828282828283,,4.0,3499.3333333333335,4356.959595959596,5.0,0.7474747474747475,0.898989898989899,0.037718161440694224,,,,0.20202020202020202,0.5318160234783105,0.1111111111111111,0.30303030303030304,0.0485468240469906,0.3481553119113957,0.7177405625652734,0.09515809276874815,,,,,,,,
A,LaMP-3,haiku,claude-haiku-4-5-20251001,8,direct,bm25,99,99,99,0,0.0,mae,0.1414141414141414,0.8686868686868687,,8.0,5703.979797979798,4914.343434343435,5.0,0.797979797979798,0.9292929292929293,0.03377812708793365,,,,0.1414141414141414,0.40201512610368484,0.0707070707070707,0.2222222222222222,0.03770384680076164,0.26590801173915524,0.5222329678670935,0.06347951162128813,,,,,,,,
A,LaMP-3,haiku,claude-haiku-4-5-20251001,16,direct,bm25,99,99,99,0,0.0,mae,0.1919191919191919,0.8383838383838383,,16.0,10349.9898989899,6086.484848484848,5.0,0.7676767676767676,0.9090909090909091,0.03713419897649702,,,,0.1919191919191919,0.5222329678670935,0.1111111111111111,0.29292929292929293,0.048098019861249196,0.3333333333333333,0.7035264706814485,0.09641209752166915,,,,,,,,
A,LaMP-3,haiku,claude-haiku-4-5-20251001,32,direct,bm25,99,99,99,0,0.0,mae,0.1414141414141414,0.8686868686868687,,32.0,19806.636363636364,8472.131313131313,5.0,0.797979797979798,0.9292929292929293,0.03451770484236825,,,,0.1414141414141414,0.40201512610368484,0.0707070707070707,0.2222222222222222,0.038453426025847476,0.26590801173915524,0.5222329678670935,0.064544150985307,,,,,,,,
A,LaMP-3,opus,claude-opus-4-5-20251101,0,direct,bm25,99,99,99,0,0.0,mae,0.2828282828282828,0.7272727272727273,,0.0,1326.2121212121212,3803.151515151515,5.0,0.6363636363636364,0.8080808080808081,0.04466785139602584,,,,0.2828282828282828,0.5504818825631803,0.1919191919191919,0.3838383838383838,0.04757143070731089,0.4494665749754947,0.6513389472789296,0.052842160019173696,,,,,,,,
A,LaMP-3,opus,claude-opus-4-5-20251101,1,direct,bm25,99,99,99,0,0.0,mae,0.23232323232323232,0.797979797979798,,1.0,1891.2828282828282,3950.020202020202,5.0,0.7171717171717171,0.8686868686868687,0.039683552402141054,,,,0.23232323232323232,0.5412294272573258,0.1414141414141414,0.3333333333333333,0.04825128616441408,0.40201512610368484,0.674199862463242,0.06915676429432666,,,,,,,,
A,LaMP-3,opus,claude-opus-4-5-20251101,2,direct,bm25,99,99,99,0,0.0,mae,0.1919191919191919,0.8383838383838383,,2.0,2434.313131313131,4088.5454545454545,5.0,0.7575757575757576,0.9090909090909091,0.03722429598140229,,,,0.1919191919191919,0.502518907629606,0.1111111111111111,0.29292929292929293,0.046924225113214424,0.3481553119113957,0.6435381994422819,0.07462488128090482,,,,,,,,
A,LaMP-3,opus,claude-opus-4-5-20251101,4,direct,bm25,99,99,99,0,0.0,mae,0.1414141414141414,0.8686868686868687,,4.0,3499.3333333333335,4356.959595959596,5.0,0.797979797979798,0.9292929292929293,0.033843981304797176,,,,0.1414141414141414,0.40201512610368484,0.0707070707070707,0.2222222222222222,0.037892091858900065,0.26590801173915524,0.5222329678670935,0.06396474880783964,,,,,,,,
A,LaMP-3,opus,claude-opus-4-5-20251101,8,direct,bm25,99,99,99,0,0.0,mae,0.13131313131313133,0.8787878787878788,,8.0,5703.979797979798,4914.343434343435,5.0,0.8080808080808081,0.9393939393939394,0.03311106123127018,,,,0.13131313131313133,0.3892494720807615,0.06060606060606061,0.21212121212121213,0.037242856953877114,0.265414885994643,0.5124707431905383,0.06564763277356275,,,,,,,,
A,LaMP-3,opus,claude-opus-4-5-20251101,16,direct,bm25,99,99,99,0,0.0,mae,0.15151515151515152,0.8686868686868687,,16.0,10349.9898989899,6086.484848484848,5.0,0.797979797979798,0.9292929292929293,0.03366273861814068,,,,0.15151515151515152,0.4380858271151806,0.08055555555555557,0.23232323232323232,0.0408493404037359,0.2842676218074806,0.5685352436149612,0.07272370952161232,,,,,,,,
A,LaMP-3,opus,claude-opus-4-5-20251101,32,direct,bm25,99,99,99,0,0.0,mae,0.15151515151515152,0.8686868686868687,,32.0,19806.636363636364,8472.131313131313,5.0,0.797979797979798,0.9292929292929293,0.03355907453220796,,,,0.15151515151515152,0.4380858271151806,0.08080808080808081,0.23232323232323232,0.04064721812132861,0.2842676218074806,0.5685352436149612,0.07164695315122051,,,,,,,,
A,LaMP-3,sonnet,claude-sonnet-4-5-20250929,0,direct,bm25,98,98,98,0,0.0,mae,0.2653061224489796,0.7551020408163265,,0.0,1330.4591836734694,319.14285714285717,5.0,0.673469387755102,0.8367346938775511,0.043047451014110005,,,,0.2653061224489796,0.5532833351724882,0.17346938775510204,0.35739795918367206,0.048599877863785744,0.4285714285714286,0.67024868258345,0.06136517365706204,,,,,,,,
A,LaMP-3,sonnet,claude-sonnet-4-5-20250929,1,direct,bm25,99,99,99,0,0.0,mae,0.21212121212121213,0.797979797979798,,1.0,1891.2828282828282,465.020202020202,5.0,0.7171717171717171,0.8686868686868687,0.040371700376047655,,,,0.21212121212121213,0.48199920365414745,0.13131313131313133,0.2931818181818168,0.04343462663821259,0.36237153766973934,0.5945883900105632,0.05709419466902375,,,,,,,,
A,LaMP-3,sonnet,claude-sonnet-4-5-20250929,2,direct,bm25,97,97,97,0,0.0,mae,0.18556701030927836,0.8350515463917526,,2.0,2445.020618556701,606.0309278350516,5.0,0.7628865979381443,0.9072164948453608,0.037328279734046205,,,,0.18556701030927836,0.47623956546190094,0.10309278350515463,0.27835051546391754,0.04428401560295036,0.3367522262074448,0.6092076990801715,0.06934065720597436,,,,,,,,
A,LaMP-3,sonnet,claude-sonnet-4-5-20250929,4,direct,bm25,99,99,99,0,0.0,mae,0.1414141414141414,0.8686868686868687,,4.0,3499.3333333333335,871.959595959596,5.0,0.797979797979798,0.9292929292929293,0.03428615504990469,,,,0.1414141414141414,0.40201512610368484,0.0707070707070707,0.2222222222222222,0.03815126579623508,0.26590801173915524,0.5222329678670935,0.06397986385128066,,,,,,,,
A,LaMP-3,sonnet,claude-sonnet-4-5-20250929,8,direct,bm25,99,99,99,0,0.0,mae,0.1111111111111111,0.8888888888888888,,8.0,5703.979797979798,1429.3434343434344,5.0,0.8181818181818182,0.9494949494949495,0.031773891248071284,,,,0.1111111111111111,0.3333333333333333,0.050505050505050504,0.18181818181818182,0.031773891248071284,0.22473328748774735,0.4264014327112209,0.04864720612926759,,,,,,,,
A,LaMP-3,sonnet,claude-sonnet-4-5-20250929,16,direct,bm25,99,99,99,0,0.0,mae,0.12121212121212122,0.8787878787878788,,16.0,10349.9898989899,2601.4848484848485,5.0,0.8080808080808081,0.9393939393939394,0.032587771489046805,,,,0.12121212121212122,0.3481553119113957,0.06060606060606061,0.1919191919191919,0.032587771489046805,0.24618298195866548,0.4380858271151806,0.04766760836852837,,,,,,,,
A,LaMP-3,sonnet,claude-sonnet-4-5-20250929,32,direct,bm25,98,98,98,0,0.0,mae,0.12244897959183673,0.8775510204081632,,32.0,19808.591836734693,4989.142857142857,5.0,0.8061224489795918,0.9387755102040817,0.03359939102731266,,,,0.12244897959183673,0.3499271061118826,0.061224489795918366,0.19387755102040816,0.03359939102731266,0.24743582965269675,0.44031528592635544,0.0489592951951807,,,,,,,,
A,LaMP-5,haiku,claude-haiku-4-5-20251001,0,direct,bm25,99,99,99,0,0.0,rouge_1,0.39189512923036735,,,0.0,1550.3131313131314,3801.8585858585857,12.0,,,,,,,,,,,,,,,0.39189512923036735,0.35759972863418815,0.35384237903129623,0.43225641960214284,0.01969755022153841,0.3189242420012784,0.3958274567752376,0.019586230163169963
A,LaMP-5,haiku,claude-haiku-4-5-20251001,1,direct,bm25,99,99,99,0,0.0,rouge_1,0.41644855459657126,,,1.0,2595.3333333333335,4020.4242424242425,11.94949494949495,,,,,,,,,,,,,,,0.41644855459657126,0.381969284546898,0.3712808200872388,0.4606543464873006,0.022582836987864587,0.33708113344868956,0.4258972651262251,0.02272987585628885
A,LaMP-5,haiku,claude-haiku-4-5-20251001,2,direct,bm25,99,99,99,0,0.0,rouge_1,0.42556368053897525,,,2.0,3623.686868686869,4229.343434343435,11.98989898989899,,,,,,,,,,,,,,,0.42556368053897525,0.3879649904150325,0.38147344307215464,0.4681475942174607,0.022451008675753677,0.3436973330459937,0.43069124021832994,0.022432256652593924
A,LaMP-5,haiku,claude-haiku-4-5-20251001,8,direct,bm25,99,99,99,0,0.0,rouge_1,0.42751756677901964,,,8.0,9776.373737373737,5485.555555555556,11.94949494949495,,,,,,,,,,,,,,,0.42751756677901964,0.40181349267922356,0.38113933240935727,0.47173392767547473,0.023050244777782777,0.3563292728320888,0.44537959670504573,0.022942648576094543
A,LaMP-5,haiku,claude-haiku-4-5-20251001,16,direct,bm25,99,99,99,0,0.0,rouge_1,0.4225528380995897,,,16.0,18009.616161616163,7138.323232323232,11.94949494949495,,,,,,,,,,,,,,,0.4225528380995897,0.39458611818709627,0.37846501968773105,0.46555805096077746,0.022372118828240178,0.34923640866873373,0.43757395655809017,0.022768236766071294
A,LaMP-5,haiku,claude-haiku-4-5-20251001,32,direct,bm25,99,99,99,0,0.0,rouge_1,0.4174702329365927,,,32.0,34390.28282828283,10437.262626262625,11.94949494949495,,,,,,,,,,,,,,,0.4174702329365927,0.38621351843567137,0.36871965015230984,0.4645577971781836,0.024473115083856776,0.3377863364312385,0.4323160946967918,0.023864997581954893
A,LaMP-5,opus,claude-opus-4-5-20251101,0,direct,bm25,99,99,99,0,0.0,rouge_1,0.4449300228367995,,,0.0,1550.3131313131314,3801.8585858585857,11.97979797979798,,,,,,,,,,,,,,,0.4449300228367995,0.40996309554961075,0.3965865249280086,0.4935650226211019,0.02493303656303342,0.3619482899954215,0.45805576491233363,0.024486630046065605
A,LaMP-5,opus,claude-opus-4-5-20251101,1,direct,bm25,99,99,99,0,0.0,rouge_1,0.4441150922199801,,,1.0,2595.3333333333335,4020.4242424242425,11.929292929292929,,,,,,,,,,,,,,,0.4441150922199801,0.4041063982005909,0.39543401084622126,0.49351045949894345,0.025171969304329005,0.3572882612938552,0.45299790040150295,0.024950882108371285
A,LaMP-5,opus,claude-opus-4-5-20251101,2,direct,bm25,99,99,99,0,0.0,rouge_1,0.4592114453635234,,,2.0,3623.686868686869,4229.343434343435,11.98989898989899,,,,,,,,,,,,,,,0.4592114453635234,0.41390420259638755,0.41209789650875817,0.5073478152173269,0.024261408561581002,0.36722689372508777,0.46149050888130533,0.0241631433931792
